date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:24:49	60778/60778	---MCZ	200	added ('OK')	text/css	etag:W/%22b2ce83925998a0ef018cd42cdf221120%22	https://trawind-html.vercel.app/assets/tailwind-2f792eaa.css	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/tailwind-2f792eaa.css	(from https://trawind-html.vercel.app/)
13:24:49	116150/116150	---MCZ	200	added ('OK')	text/html	etag:W/%22aea9fa7069fa767d5cea8a47bb72dec1%22	https://trawind-html.vercel.app/index.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/index-2.html	(from https://trawind-html.vercel.app/)
13:24:50	807767/807767	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221cd1b726ffe7d07bdd009072ffd15e66%22	https://trawind-html.vercel.app/assets/TRAWINDLOGO-0afd3337.svg	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/TRAWINDLOGO-0afd3337.svg	(from https://trawind-html.vercel.app/)
13:24:50	75552/75552	---MCZ	200	added ('OK')	text/html	etag:W/%22ae73db13721275bb8d2ae97536a90c8e%22	https://trawind-html.vercel.app/home.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/home.html	(from https://trawind-html.vercel.app/)
13:24:51	62877/62877	---MCZ	200	added ('OK')	text/html	etag:W/%22a03b4de56b9da1872a0de6dcade2c8b9%22	https://trawind-html.vercel.app/destination.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/destination.html	(from https://trawind-html.vercel.app/)
13:24:51	69651/69651	---MCZ	200	added ('OK')	text/html	etag:W/%221c4447f342f1e14566a216d10a5e85a2%22	https://trawind-html.vercel.app/destinationDetail.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/destinationDetail.html	(from https://trawind-html.vercel.app/)
13:24:51	71366/71366	---MCZ	200	added ('OK')	text/html	etag:W/%22c36a90f886bcbaddbd82586d86d3f86a%22	https://trawind-html.vercel.app/about.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/about.html	(from https://trawind-html.vercel.app/)
13:24:52	50175/50175	---MCZ	200	added ('OK')	text/html	etag:W/%229758c821971093e40ba5f007eb5f180e%22	https://trawind-html.vercel.app/faqs.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/faqs.html	(from https://trawind-html.vercel.app/)
13:24:52	5422/5422	---MCZ	200	added ('OK')	text/html	etag:W/%22f6bd31c64403ac7a5bbae613d7b007fa%22	https://trawind-html.vercel.app/404.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/404.html	(from https://trawind-html.vercel.app/)
13:24:52	56999/56999	---MCZ	200	added ('OK')	text/html	etag:W/%22293b4341fdc31e82f2ca2965d116a865%22	https://trawind-html.vercel.app/tour.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/tour.html	(from https://trawind-html.vercel.app/)
13:24:53	106490/106490	---MCZ	200	added ('OK')	text/html	etag:W/%22899d1ec67d4adaefa616dade878ea212%22	https://trawind-html.vercel.app/tourDetails.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/tourDetails.html	(from https://trawind-html.vercel.app/)
13:24:53	64513/64513	---MCZ	200	added ('OK')	text/html	etag:W/%220d723e3cf6da7ab64b928d0a40fb4895%22	https://trawind-html.vercel.app/blog.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/blog.html	(from https://trawind-html.vercel.app/)
13:24:54	83830/83830	---MCZ	200	added ('OK')	text/html	etag:W/%222f21c4d308144dbdb69f787bf1918674%22	https://trawind-html.vercel.app/blogDetails.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/blogDetails.html	(from https://trawind-html.vercel.app/)
13:24:54	33147/33147	---MCZ	200	added ('OK')	text/html	etag:W/%2222ef3c58e6bcec367a4222f132d69787%22	https://trawind-html.vercel.app/contact.html	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/contact.html	(from https://trawind-html.vercel.app/)
13:24:54	367022/367022	---M--	200	added ('OK')	image/png	etag:%226a1672f01dbecf2d8ab7cd818c2ee08c%22	https://trawind-html.vercel.app/assets/homeMen-dd385124.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/homeMen-dd385124.png	(from https://trawind-html.vercel.app/)
13:24:55	308095/308095	---M--	200	added ('OK')	image/png	etag:%228e8c6929cd7b593e5a1fdab1d424778f%22	https://trawind-html.vercel.app/assets/homeGirl-cfc58145.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/homeGirl-cfc58145.png	(from https://trawind-html.vercel.app/)
13:24:55	223529/223529	---M--	200	added ('OK')	image/png	etag:%22ec8d186495563d5ca1aacd00f2e9eaec%22	https://trawind-html.vercel.app/assets/beach-10ae54de.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/beach-10ae54de.png	(from https://trawind-html.vercel.app/)
13:24:55	242230/242230	---M--	200	added ('OK')	image/png	etag:%22f2c16a29fd3e9c2077ff9b77d72028c4%22	https://trawind-html.vercel.app/assets/mountain-5a2db00c.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/mountain-5a2db00c.png	(from https://trawind-html.vercel.app/)
13:24:56	246134/246134	---M--	200	added ('OK')	image/png	etag:%223f9b8b7fc41f25307e743c153d09fe62%22	https://trawind-html.vercel.app/assets/desert-569ec504.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/desert-569ec504.png	(from https://trawind-html.vercel.app/)
13:24:56	205417/205417	---M--	200	added ('OK')	image/png	etag:%2290dd8d5599b374a673164aa006a998cb%22	https://trawind-html.vercel.app/assets/temple-32a16820.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/temple-32a16820.png	(from https://trawind-html.vercel.app/)
13:24:57	207699/207699	---M--	200	added ('OK')	image/png	etag:%229b9611f38f8d1531b0e3cb56de4f06cf%22	https://trawind-html.vercel.app/assets/cities-d6b6f9b5.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/cities-d6b6f9b5.png	(from https://trawind-html.vercel.app/)
13:24:57	193552/193552	---M--	200	added ('OK')	image/png	etag:%227e452de858b3d3ad3ba4ec372c93a27f%22	https://trawind-html.vercel.app/assets/pyramid-405435e7.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/pyramid-405435e7.png	(from https://trawind-html.vercel.app/)
13:24:58	587511/587511	---M--	200	added ('OK')	image/png	etag:%22d6d2f32ac05141fc7ef107dc5f15b2b1%22	https://trawind-html.vercel.app/assets/aboutimg1-b53ca5f6.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/aboutimg1-b53ca5f6.png	(from https://trawind-html.vercel.app/)
13:24:58	896/896	---M--	200	added ('OK')	application/javascript	etag:%22d0ef4540ba3165832003444a5c71c82d%22	https://trawind-html.vercel.app/assets/js/numberScroll.js	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/js/numberScroll.js	(from https://trawind-html.vercel.app/)
13:24:58	259484/259484	---M--	200	added ('OK')	image/png	etag:%22e0e5155f3d5c8b00f704b7fb14b0dd1c%22	https://trawind-html.vercel.app/assets/california-acb5018c.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/california-acb5018c.png	(from https://trawind-html.vercel.app/)
13:24:59	270128/270128	---M--	200	added ('OK')	image/png	etag:%22f9316233f5920440f46b428814b0b6cd%22	https://trawind-html.vercel.app/assets/spain-b3d2ab4e.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/spain-b3d2ab4e.png	(from https://trawind-html.vercel.app/)
13:24:59	190912/190912	---M--	200	added ('OK')	image/png	etag:%22acc4a00b1c4eb3b1f5f1f70f3a4a7c60%22	https://trawind-html.vercel.app/assets/japan-90d26b51.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/japan-90d26b51.png	(from https://trawind-html.vercel.app/)
13:24:59	166213/166213	---M--	200	added ('OK')	image/png	etag:%22e98992f38f6a7f1d91784798c8c4d684%22	https://trawind-html.vercel.app/assets/france-6f9c3ecb.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/france-6f9c3ecb.png	(from https://trawind-html.vercel.app/)
13:25:00	227400/227400	---M--	200	added ('OK')	image/png	etag:%225f1f19e2cec8a0f1ccb266d5b51d1e52%22	https://trawind-html.vercel.app/assets/england-091eae29.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/england-091eae29.png	(from https://trawind-html.vercel.app/)
13:25:00	268868/268868	---M--	200	added ('OK')	image/png	etag:%22225d9faf19c00b347fbd5c72187829e2%22	https://trawind-html.vercel.app/assets/newyork-dd1727da.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/newyork-dd1727da.png	(from https://trawind-html.vercel.app/)
13:25:00	144938/144938	---M--	200	added ('OK')	image/png	etag:%22a447718ac558b31d1b11b183c200ab42%22	https://trawind-html.vercel.app/assets/effieltower-918bfb1b.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/effieltower-918bfb1b.png	(from https://trawind-html.vercel.app/)
13:25:01	183009/183009	---M--	200	added ('OK')	image/png	etag:%2242503c27b8f8f95c411fdbb28d256359%22	https://trawind-html.vercel.app/assets/burjkhalifa-15e36520.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/burjkhalifa-15e36520.png	(from https://trawind-html.vercel.app/)
13:25:01	234330/234330	---M--	200	added ('OK')	image/png	etag:%227472f117ef9288c5148f0c2d7d7e1b04%22	https://trawind-html.vercel.app/assets/canyon-2f3d0b35.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/canyon-2f3d0b35.png	(from https://trawind-html.vercel.app/)
13:25:02	212044/212044	---M--	200	added ('OK')	image/png	etag:%2210689ddfcfe5dda2356097d16e0e31e6%22	https://trawind-html.vercel.app/assets/hiking-a55ff184.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/hiking-a55ff184.png	(from https://trawind-html.vercel.app/)
13:25:02	169125/169125	---M--	200	added ('OK')	image/png	etag:%225768557876c06346ca7fcc024fde1d89%22	https://trawind-html.vercel.app/assets/desertSee-9402b7e3.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/desertSee-9402b7e3.png	(from https://trawind-html.vercel.app/)
13:25:02	202241/202241	---M--	200	added ('OK')	image/png	etag:%22c46c9eaba251a3702eab08dd3cde850a%22	https://trawind-html.vercel.app/assets/loure-aea4c19d.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/loure-aea4c19d.png	(from https://trawind-html.vercel.app/)
13:25:03	213254/213254	---M--	200	added ('OK')	image/png	etag:%22e6d49eb91f1f562ab26943dcab07a9fa%22	https://trawind-html.vercel.app/assets/50per-3f2ff95b.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/50per-3f2ff95b.png	(from https://trawind-html.vercel.app/)
13:25:03	329444/329444	---M--	200	added ('OK')	image/png	etag:%228d55f7fcdb1a4de5d3eb61e65805dc18%22	https://trawind-html.vercel.app/assets/jody-b436e406.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/jody-b436e406.png	(from https://trawind-html.vercel.app/)
13:25:04	460029/460029	---M--	200	added ('OK')	image/png	etag:%222f6b75f9c9be01abeb55b554b90e1443%22	https://trawind-html.vercel.app/assets/ella-d536f12b.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/ella-d536f12b.png	(from https://trawind-html.vercel.app/)
13:25:04	4841/4841	---M--	200	added ('OK')	image/png	etag:%226e468b026fefa76d71203b3ff6415d7b%22	https://trawind-html.vercel.app/assets/playBtn-c9e4253c.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/playBtn-c9e4253c.png	(from https://trawind-html.vercel.app/)
13:25:04	211361/211361	---M--	200	added ('OK')	image/png	etag:%228d11a68e10d6dc586552ab05cb168b17%22	https://trawind-html.vercel.app/assets/village-a0cfed89.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/village-a0cfed89.png	(from https://trawind-html.vercel.app/)
13:25:05	205632/205632	---M--	200	added ('OK')	image/png	etag:%22fb20a1f012758be4260ab68a97492e7a%22	https://trawind-html.vercel.app/assets/sBeach-f0db09f3.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/sBeach-f0db09f3.png	(from https://trawind-html.vercel.app/)
13:25:05	4255/4255	---M--	200	added ('OK')	image/png	etag:%228db94c82d1ba27f9b829a3ceeacb94bb%22	https://trawind-html.vercel.app/assets/profile2-1cfb9e10.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/profile2-1cfb9e10.png	(from https://trawind-html.vercel.app/)
13:25:05	241476/241476	---M--	200	added ('OK')	image/png	etag:%220190ce05f0c683316b6d75a1843489b5%22	https://trawind-html.vercel.app/assets/waitomo-b7ee1d1f.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/waitomo-b7ee1d1f.png	(from https://trawind-html.vercel.app/)
13:25:06	4176/4176	---M--	200	added ('OK')	image/png	etag:%226e9b6e6ff2de6d7ab2d3d3edb580473c%22	https://trawind-html.vercel.app/assets/profile3-f07b0241.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/profile3-f07b0241.png	(from https://trawind-html.vercel.app/)
13:25:06	21594/21594	---M--	200	added ('OK')	image/png	etag:%225d4b07b06dece104e51daaf1d5caff5d%22	https://trawind-html.vercel.app/assets/footerLogo-3316a9ed.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/footerLogo-3316a9ed.png	(from https://trawind-html.vercel.app/)
13:25:07	146389/146389	---M--	200	added ('OK')	image/png	etag:%22694ad339b12780b07f7ce5a5f9d198b7%22	https://trawind-html.vercel.app/assets/images/model1.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/images/model1.png	(from https://trawind-html.vercel.app/)
13:25:07	17636/17636	---M--	200	added ('OK')	image/png	etag:%2250ab0a455d22a8a9afc13e7dba58922a%22	https://trawind-html.vercel.app/assets/gal1-954ddf15.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/gal1-954ddf15.png	(from https://trawind-html.vercel.app/)
13:25:07	82793/82793	---M--	200	added ('OK')	image/png	etag:%220041fe0bdc109cba3c6d5fe41400816f%22	https://trawind-html.vercel.app/assets/images/model2.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/images/model2.png	(from https://trawind-html.vercel.app/)
13:25:08	10386/10386	---M--	200	added ('OK')	image/png	etag:%220cdbee5483249f77b5459ea29e6646ed%22	https://trawind-html.vercel.app/assets/gal2-28e55067.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/gal2-28e55067.png	(from https://trawind-html.vercel.app/)
13:25:08	198216/198216	---M--	200	added ('OK')	image/png	etag:%222c412ce9a096764305ee1b3217a7f60d%22	https://trawind-html.vercel.app/assets/images/model3.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/images/model3.png	(from https://trawind-html.vercel.app/)
13:25:08	22811/22811	---M--	200	added ('OK')	image/png	etag:%220e400ba8b7b0f2ed95191288a91c35c3%22	https://trawind-html.vercel.app/assets/gal3-dfa21951.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/gal3-dfa21951.png	(from https://trawind-html.vercel.app/)
13:25:09	177717/177717	---M--	200	added ('OK')	image/png	etag:%2272d8957ef96ee7a9d4308f09dbbd2fe8%22	https://trawind-html.vercel.app/assets/images/model4.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/images/model4.png	(from https://trawind-html.vercel.app/)
13:25:09	20519/20519	---M--	200	added ('OK')	image/png	etag:%222249f1171c8cb603ee665302946adf35%22	https://trawind-html.vercel.app/assets/gal4-d621f147.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/gal4-d621f147.png	(from https://trawind-html.vercel.app/)
13:25:09	171687/171687	---M--	200	added ('OK')	image/png	etag:%22ee35bec26de373889f7325f2e03c9bf6%22	https://trawind-html.vercel.app/assets/images/model5.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/images/model5.png	(from https://trawind-html.vercel.app/)
13:25:10	18870/18870	---M--	200	added ('OK')	image/png	etag:%222ebe0dc5dd34e5cc43354a4680f1ca7d%22	https://trawind-html.vercel.app/assets/gal5-d6cbd66d.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/gal5-d6cbd66d.png	(from https://trawind-html.vercel.app/)
13:25:10	210083/210083	---M--	200	added ('OK')	image/png	etag:%2256d58cc4c9a2f41136dd2e9a2426a8e9%22	https://trawind-html.vercel.app/assets/images/model6.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/images/model6.png	(from https://trawind-html.vercel.app/)
13:25:11	21634/21634	---M--	200	added ('OK')	image/png	etag:%22e30b54453a22d96d206f5d8dd0babfc8%22	https://trawind-html.vercel.app/assets/gal6-58852f8f.png	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/gal6-58852f8f.png	(from https://trawind-html.vercel.app/)
13:25:11	26981/26981	---M-Z	200	added ('OK')	application/javascript	etag:W/%226965-ytDMsi7o5Jy/SCokY1+PFUOZmNk%22	https://cdn.jsdelivr.net/npm/alpinejs@2.8.2/dist/alpine.min.js	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/alpinejs@2.8.2/dist/alpine.min.js	(from https://trawind-html.vercel.app/)
13:25:11	363204/363204	---M-Z	200	added ('OK')	application/javascript	etag:W/%2258ac4-Kt85ZnNgQFMVXwhEMt2kQXtjabo%22	https://cdn.jsdelivr.net/npm/preline@latest/dist/preline.js	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/preline@latest/dist/preline.js	(from https://trawind-html.vercel.app/)
13:25:11	105639/105639	---M-Z	200	added ('OK')	application/javascript	etag:W/%2219ca7-YDrz4C84GmWPE164D07veMx+dQ0%22	https://cdn.jsdelivr.net/npm/@fancyapps/ui/dist/fancybox.umd.js	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/@fancyapps/ui/dist/fancybox.umd.js	(from https://trawind-html.vercel.app/)
13:25:12	154008/154008	---M-Z	200	added ('OK')	application/javascript	etag:W/%2225998-dXVJmUYLXXEwvG13JIueFc/frWs%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	(from https://trawind-html.vercel.app/)
13:25:12	553/553	---M--	200	added ('OK')	application/javascript	etag:%2246748fbf277e951a5f296f71ffec01b6%22	https://trawind-html.vercel.app/assets/js/search.js	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/trawind-html.vercel.app/assets/js/search.js	(from https://trawind-html.vercel.app/)
13:25:13	570148/570148	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228b324-gyg/JzZAFK05PCS8T9k7t6sXknI%22	https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.eot?t=1734404658139	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/remixicon/fonts/remixicon9711.eot	(from https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.css)
13:25:13	176812/176812	---M--	200	added ('OK')	font/woff2	etag:W/%222b2ac-8+x1AL0sYVu6LeiF1GvKqRwgqps%22	https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.woff2?t=1734404658139	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/remixicon/fonts/remixicon9711.woff2	(from https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.css)
13:25:13	242720/242720	---M--	200	added ('OK')	font/woff	etag:W/%223b420-hLZxx3i/yVKaPELp3W7AwmQ0l64%22	https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.woff?t=1734404658139	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/remixicon/fonts/remixicon9711.woff	(from https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.css)
13:25:14	569976/569976	---M-Z	200	added ('OK')	font/ttf	etag:W/%228b278-cDLQuayUOwav9iXownQGGO+G540%22	https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.ttf?t=1734404658139	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/remixicon/fonts/remixicon9711.ttf	(from https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.css)
13:25:15	2734258/2734258	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2229b8b2-bnpHa4qZy1AafXLJD4d8Ciz7J6U%22	https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.svg?t=1734404658139	C:/Users/Prasanna%20Kumar/OneDrive/Desktop/projects/aaaaaaa/cdn.jsdelivr.net/npm/remixicon/fonts/remixicon9711.svg	(from https://cdn.jsdelivr.net/npm/remixicon/fonts/remixicon.css)
